ZAgrEc,modelo,year,time,month,somsc,agcacc,C/mes,MS/MES,Prod MS
CristalinoCentro,daycent,1976,1976.33,ABR,3972,166.4,7.6,170,3698
CristalinoCentro,daycent,1976,1976.42,MAY,3972,171.5,5.1,113,3811
CristalinoCentro,daycent,1976,1976.50,JUN,3973,4.4,4.4,98,98
CristalinoCentro,daycent,1976,1976.58,JUL,3973,8.5,4.1,90,188
CristalinoCentro,daycent,1976,1976.67,AGO,3973,22.0,13.6,302,490
CristalinoCentro,daycent,1976,1976.75,SET,3973,47.2,25.1,558,1048
CristalinoCentro,daycent,1976,1976.83,OCT,3974,72.4,25.3,561,1609
CristalinoCentro,daycent,1976,1976.92,NOV,3973,99.4,26.9,598,2208
CristalinoCentro,daycent,1976,1977.00,DIC,3974,116.7,17.3,385,2592
CristalinoCentro,daycent,1977,1977.08,ENE,3975,142.1,25.5,566,3158
CristalinoCentro,daycent,1977,1977.17,FEB,3975,173.4,31.3,696,3854
CristalinoCentro,daycent,1977,1977.25,MAR,3972,198.1,24.6,547,4401
CristalinoCentro,daycent,1977,1977.33,ABR,3970,211.1,13.1,290,4692
CristalinoCentro,daycent,1977,1977.42,MAY,3968,217.5,6.4,142,4834
CristalinoCentro,daycent,1977,1977.50,JUN,3967,3.9,3.9,88,88
CristalinoCentro,daycent,1977,1977.58,JUL,3966,10.9,7.0,155,243
CristalinoCentro,daycent,1977,1977.67,AGO,3965,18.3,7.4,164,407
CristalinoCentro,daycent,1977,1977.75,SET,3966,40.8,22.5,499,906
CristalinoCentro,daycent,1977,1977.83,OCT,3967,60.7,19.9,442,1349
CristalinoCentro,daycent,1977,1977.92,NOV,3967,85.1,24.4,543,1891
CristalinoCentro,daycent,1977,1978.00,DIC,3968,96.6,11.5,256,2148
CristalinoCentro,daycent,1978,1978.08,ENE,3968,106.1,9.5,211,2359
CristalinoCentro,daycent,1978,1978.17,FEB,3969,125.9,19.8,439,2798
CristalinoCentro,daycent,1978,1978.25,MAR,3970,143.0,17.1,380,3178
CristalinoCentro,daycent,1978,1978.33,ABR,3970,157.4,14.4,321,3499
CristalinoCentro,daycent,1978,1978.42,MAY,3968,172.3,14.9,331,3830
CristalinoCentro,daycent,1978,1978.50,JUN,3967,9.8,9.8,217,217
CristalinoCentro,daycent,1978,1978.58,JUL,3965,22.4,12.7,281,499
CristalinoCentro,daycent,1978,1978.67,AGO,3964,39.8,17.4,386,885
CristalinoCentro,daycent,1978,1978.75,SET,3963,70.8,31.0,688,1573
CristalinoCentro,daycent,1978,1978.83,OCT,3961,93.4,22.6,502,2075
CristalinoCentro,daycent,1978,1978.92,NOV,3958,122.8,29.4,654,2729
CristalinoCentro,daycent,1978,1979.00,DIC,3958,143.3,20.4,454,3183
CristalinoCentro,daycent,1979,1979.08,ENE,3958,160.3,17.0,379,3562
CristalinoCentro,daycent,1979,1979.17,FEB,3958,180.2,19.9,442,4004
CristalinoCentro,daycent,1979,1979.25,MAR,3958,195.9,15.7,349,4353
CristalinoCentro,daycent,1979,1979.33,ABR,3959,206.5,10.6,236,4588
CristalinoCentro,daycent,1979,1979.42,MAY,3959,214.6,8.1,181,4769
CristalinoCentro,daycent,1979,1979.50,JUN,3958,10.6,10.6,235,235
CristalinoCentro,daycent,1979,1979.58,JUL,3957,21.3,10.7,238,472
CristalinoCentro,daycent,1979,1979.67,AGO,3957,38.4,17.2,381,854
CristalinoCentro,daycent,1979,1979.75,SET,3956,72.0,33.5,745,1599
CristalinoCentro,daycent,1979,1979.83,OCT,3954,91.3,19.3,430,2029
CristalinoCentro,daycent,1979,1979.92,NOV,3953,118.7,27.4,610,2639
CristalinoCentro,daycent,1979,1980.00,DIC,3953,139.0,20.3,451,3089
CristalinoCentro,daycent,1980,1980.08,ENE,3954,149.8,10.8,239,3329
CristalinoCentro,daycent,1980,1980.17,FEB,3955,169.5,19.7,437,3766
CristalinoCentro,daycent,1980,1980.25,MAR,3956,191.4,21.9,486,4252
CristalinoCentro,daycent,1980,1980.33,ABR,3954,208.5,17.1,380,4632
CristalinoCentro,daycent,1980,1980.42,MAY,3953,216.2,7.8,172,4805
CristalinoCentro,daycent,1980,1980.50,JUN,3952,3.1,3.1,69,69
CristalinoCentro,daycent,1980,1980.58,JUL,3953,14.9,11.8,262,331
CristalinoCentro,daycent,1980,1980.67,AGO,3953,32.4,17.5,389,720
CristalinoCentro,daycent,1980,1980.75,SET,3953,56.3,23.9,530,1250
CristalinoCentro,daycent,1980,1980.83,OCT,3953,74.3,18.0,400,1650
CristalinoCentro,daycent,1980,1980.92,NOV,3952,99.7,25.5,566,2216
CristalinoCentro,daycent,1980,1981.00,DIC,3953,120.8,21.1,469,2685
CristalinoCentro,daycent,1981,1981.08,ENE,3953,144.8,24.0,532,3217
CristalinoCentro,daycent,1981,1981.17,FEB,3953,166.8,22.0,489,3706
CristalinoCentro,daycent,1981,1981.25,MAR,3953,191.7,25.0,554,4261
CristalinoCentro,daycent,1981,1981.33,ABR,3951,201.0,9.2,205,4466
CristalinoCentro,daycent,1981,1981.42,MAY,3950,208.6,7.6,169,4635
CristalinoCentro,daycent,1981,1981.50,JUN,3951,1.6,1.6,35,35
CristalinoCentro,daycent,1981,1981.58,JUL,3953,5.1,3.5,78,113
CristalinoCentro,daycent,1981,1981.67,AGO,3955,17.8,12.7,282,395
CristalinoCentro,daycent,1981,1981.75,SET,3956,33.0,15.3,339,734
CristalinoCentro,daycent,1981,1981.83,OCT,3960,50.4,17.4,386,1120
CristalinoCentro,daycent,1981,1981.92,NOV,3961,80.0,29.6,659,1779
CristalinoCentro,daycent,1981,1982.00,DIC,3963,96.5,16.5,367,2145
CristalinoCentro,daycent,1982,1982.08,ENE,3965,108.0,11.4,254,2400
CristalinoCentro,daycent,1982,1982.17,FEB,3965,122.9,14.9,331,2731
CristalinoCentro,daycent,1982,1982.25,MAR,3965,145.9,23.0,512,3243
CristalinoCentro,daycent,1982,1982.33,ABR,3963,161.9,16.0,355,3598
CristalinoCentro,daycent,1982,1982.42,MAY,3962,169.3,7.4,164,3762
CristalinoCentro,daycent,1982,1982.50,JUN,3962,3.2,3.2,71,71
CristalinoCentro,daycent,1982,1982.58,JUL,3963,8.4,5.3,117,188
CristalinoCentro,daycent,1982,1982.67,AGO,3965,32.8,24.3,541,729
CristalinoCentro,daycent,1982,1982.75,SET,3965,57.7,24.9,554,1282
CristalinoCentro,daycent,1982,1982.83,OCT,3965,69.3,11.6,258,1540
CristalinoCentro,daycent,1982,1982.92,NOV,3966,97.5,28.2,627,2167
CristalinoCentro,daycent,1982,1983.00,DIC,3965,129.3,31.8,707,2874
CristalinoCentro,daycent,1983,1983.08,ENE,3963,157.4,28.1,625,3499
CristalinoCentro,daycent,1983,1983.17,FEB,3961,188.7,31.2,694,4193
CristalinoCentro,daycent,1983,1983.25,MAR,3958,211.5,22.9,508,4701
CristalinoCentro,daycent,1983,1983.33,ABR,3956,223.6,12.1,268,4969
CristalinoCentro,daycent,1983,1983.42,MAY,3954,236.1,12.5,277,5246
CristalinoCentro,daycent,1983,1983.50,JUN,3953,4.0,4.0,89,89
CristalinoCentro,daycent,1983,1983.58,JUL,3951,9.9,5.9,130,220
CristalinoCentro,daycent,1983,1983.67,AGO,3951,23.1,13.2,293,513
CristalinoCentro,daycent,1983,1983.75,SET,3951,50.8,27.7,617,1129
CristalinoCentro,daycent,1983,1983.83,OCT,3952,71.9,21.1,468,1597
CristalinoCentro,daycent,1983,1983.92,NOV,3952,97.0,25.1,558,2155
CristalinoCentro,daycent,1983,1984.00,DIC,3952,126.9,29.9,664,2819
CristalinoCentro,daycent,1984,1984.08,ENE,3951,152.7,25.8,574,3394
CristalinoCentro,daycent,1984,1984.17,FEB,3950,170.9,18.2,404,3798
CristalinoCentro,daycent,1984,1984.25,MAR,3949,181.5,10.6,236,4034
CristalinoCentro,daycent,1984,1984.33,ABR,3949,194.0,12.4,276,4310
CristalinoCentro,daycent,1984,1984.42,MAY,3949,207.4,13.4,298,4609
CristalinoCentro,daycent,1984,1984.50,JUN,3948,5.3,5.3,119,119
CristalinoCentro,daycent,1984,1984.58,JUL,3947,14.5,9.1,203,322
CristalinoCentro,daycent,1984,1984.67,AGO,3946,38.8,24.3,539,861
CristalinoCentro,daycent,1984,1984.75,SET,3945,73.9,35.2,782,1643
CristalinoCentro,daycent,1984,1984.83,OCT,3944,90.1,16.2,360,2003
CristalinoCentro,daycent,1984,1984.92,NOV,3943,116.5,26.4,586,2589
CristalinoCentro,daycent,1984,1985.00,DIC,3941,148.2,31.7,704,3293
CristalinoCentro,daycent,1985,1985.08,ENE,3940,168.0,19.8,440,3733
CristalinoCentro,daycent,1985,1985.17,FEB,3942,178.5,10.5,234,3967
CristalinoCentro,daycent,1985,1985.25,MAR,3943,190.9,12.3,274,4241
CristalinoCentro,daycent,1985,1985.33,ABR,3943,203.3,12.5,277,4518
CristalinoCentro,daycent,1985,1985.42,MAY,3943,213.8,10.4,232,4750
CristalinoCentro,daycent,1985,1985.50,JUN,3942,11.1,11.1,247,247
CristalinoCentro,daycent,1985,1985.58,JUL,3941,16.4,5.3,117,364
CristalinoCentro,daycent,1985,1985.67,AGO,3941,33.3,16.9,376,740
CristalinoCentro,daycent,1985,1985.75,SET,3940,63.1,29.8,661,1401
CristalinoCentro,daycent,1985,1985.83,OCT,3940,77.7,14.6,325,1726
CristalinoCentro,daycent,1985,1985.92,NOV,3940,93.2,15.5,344,2070
CristalinoCentro,daycent,1985,1986.00,DIC,3941,112.0,18.8,419,2489
CristalinoCentro,daycent,1986,1986.08,ENE,3942,138.4,26.4,586,3075
CristalinoCentro,daycent,1986,1986.17,FEB,3941,167.4,29.0,645,3719
CristalinoCentro,daycent,1986,1986.25,MAR,3942,183.9,16.5,367,4087
CristalinoCentro,daycent,1986,1986.33,ABR,3941,198.9,15.0,334,4421
CristalinoCentro,daycent,1986,1986.42,MAY,3941,209.1,10.2,227,4647
CristalinoCentro,daycent,1986,1986.50,JUN,3940,6.3,6.3,140,140
CristalinoCentro,daycent,1986,1986.58,JUL,3939,12.5,6.2,138,278
CristalinoCentro,daycent,1986,1986.67,AGO,3938,24.2,11.7,259,537
CristalinoCentro,daycent,1986,1986.75,SET,3938,47.1,22.9,510,1047
CristalinoCentro,daycent,1986,1986.83,OCT,3939,63.3,16.2,360,1407
CristalinoCentro,daycent,1986,1986.92,NOV,3940,92.1,28.8,639,2047
CristalinoCentro,daycent,1986,1987.00,DIC,3938,122.0,29.9,664,2710
CristalinoCentro,daycent,1987,1987.08,ENE,3938,142.3,20.3,452,3162
CristalinoCentro,daycent,1987,1987.17,FEB,3938,157.2,14.9,332,3493
CristalinoCentro,daycent,1987,1987.25,MAR,3939,172.6,15.4,342,3835
CristalinoCentro,daycent,1987,1987.33,ABR,3938,186.8,14.2,316,4151
CristalinoCentro,daycent,1987,1987.42,MAY,3937,199.0,12.2,271,4423
CristalinoCentro,daycent,1987,1987.50,JUN,3936,8.8,8.8,196,196
CristalinoCentro,daycent,1987,1987.58,JUL,3935,17.6,8.8,196,392
CristalinoCentro,daycent,1987,1987.67,AGO,3934,32.1,14.4,321,713
CristalinoCentro,daycent,1987,1987.75,SET,3934,56.3,24.2,538,1250
CristalinoCentro,daycent,1987,1987.83,OCT,3934,71.4,15.2,337,1587
CristalinoCentro,daycent,1987,1987.92,NOV,3935,93.9,22.5,499,2086
CristalinoCentro,daycent,1987,1988.00,DIC,3935,121.1,27.2,604,2691
CristalinoCentro,daycent,1988,1988.08,ENE,3935,139.7,18.6,413,3103
CristalinoCentro,daycent,1988,1988.17,FEB,3936,162.0,22.4,497,3601
CristalinoCentro,daycent,1988,1988.25,MAR,3936,184.9,22.9,508,4109
CristalinoCentro,daycent,1988,1988.33,ABR,3934,198.9,14.0,311,4420
CristalinoCentro,daycent,1988,1988.42,MAY,3933,206.5,7.6,168,4588
CristalinoCentro,daycent,1988,1988.50,JUN,3932,4.7,4.7,104,104
CristalinoCentro,daycent,1988,1988.58,JUL,3931,12.7,8.0,179,282
CristalinoCentro,daycent,1988,1988.67,AGO,3930,23.3,10.6,236,518
CristalinoCentro,daycent,1988,1988.75,SET,3930,40.3,17.0,378,896
CristalinoCentro,daycent,1988,1988.83,OCT,3930,58.2,17.9,398,1294
CristalinoCentro,daycent,1988,1988.92,NOV,3930,86.0,27.8,618,1912
CristalinoCentro,daycent,1988,1989.00,DIC,3930,98.4,12.4,275,2187
CristalinoCentro,daycent,1989,1989.08,ENE,3932,120.2,21.8,485,2672
CristalinoCentro,daycent,1989,1989.17,FEB,3932,146.8,26.5,590,3261
CristalinoCentro,daycent,1989,1989.25,MAR,3931,171.4,24.7,549,3810
CristalinoCentro,daycent,1989,1989.33,ABR,3929,184.6,13.2,293,4103
CristalinoCentro,daycent,1989,1989.42,MAY,3928,191.9,7.3,162,4265
CristalinoCentro,daycent,1989,1989.50,JUN,3928,3.2,3.2,72,72
CristalinoCentro,daycent,1989,1989.58,JUL,3928,8.6,5.4,120,192
CristalinoCentro,daycent,1989,1989.67,AGO,3927,24.9,16.3,362,553
CristalinoCentro,daycent,1989,1989.75,SET,3928,50.0,25.1,559,1112
CristalinoCentro,daycent,1989,1989.83,OCT,3928,73.6,23.5,523,1635
CristalinoCentro,daycent,1989,1989.92,NOV,3928,96.9,23.4,519,2154
CristalinoCentro,daycent,1989,1990.00,DIC,3930,113.9,17.0,378,2532
CristalinoCentro,daycent,1990,1990.08,ENE,3930,139.8,25.8,574,3106
CristalinoCentro,daycent,1990,1990.17,FEB,3930,165.1,25.3,563,3669
CristalinoCentro,daycent,1990,1990.25,MAR,3929,180.1,15.0,333,4003
CristalinoCentro,daycent,1990,1990.33,ABR,3930,186.4,6.3,141,4143
CristalinoCentro,daycent,1990,1990.42,MAY,3930,192.5,6.1,135,4278
CristalinoCentro,daycent,1990,1990.50,JUN,3929,7.0,7.0,156,156
CristalinoCentro,daycent,1990,1990.58,JUL,3929,22.6,15.6,346,502
CristalinoCentro,daycent,1990,1990.67,AGO,3928,45.4,22.8,506,1008
CristalinoCentro,daycent,1990,1990.75,SET,3927,75.1,29.8,661,1669
CristalinoCentro,daycent,1990,1990.83,OCT,3926,96.7,21.5,479,2148
CristalinoCentro,daycent,1990,1990.92,NOV,3926,116.7,20.0,445,2593
CristalinoCentro,daycent,1990,1991.00,DIC,3926,141.6,24.9,553,3146
CristalinoCentro,daycent,1991,1991.08,ENE,3925,170.7,29.1,646,3792
CristalinoCentro,daycent,1991,1991.17,FEB,3924,193.1,22.5,499,4292
CristalinoCentro,daycent,1991,1991.25,MAR,3924,212.6,19.5,434,4725
CristalinoCentro,daycent,1991,1991.33,ABR,3924,223.9,11.3,250,4975
CristalinoCentro,daycent,1991,1991.42,MAY,3924,230.0,6.1,135,5110
CristalinoCentro,daycent,1991,1991.50,JUN,3923,7.9,7.9,176,176
CristalinoCentro,daycent,1991,1991.58,JUL,3923,22.0,14.1,314,490
CristalinoCentro,daycent,1991,1991.67,AGO,3922,36.1,14.0,312,801
CristalinoCentro,daycent,1991,1991.75,SET,3922,55.6,19.6,435,1236
CristalinoCentro,daycent,1991,1991.83,OCT,3923,70.2,14.5,323,1559
CristalinoCentro,daycent,1991,1991.92,NOV,3924,93.3,23.2,515,2074
CristalinoCentro,daycent,1991,1992.00,DIC,3925,120.0,26.6,592,2666
CristalinoCentro,daycent,1992,1992.08,ENE,3926,142.5,22.6,502,3168
CristalinoCentro,daycent,1992,1992.17,FEB,3925,167.6,25.0,556,3724
CristalinoCentro,daycent,1992,1992.25,MAR,3926,189.9,22.4,497,4221
CristalinoCentro,daycent,1992,1992.33,ABR,3924,201.6,11.7,260,4481
CristalinoCentro,daycent,1992,1992.42,MAY,3923,208.3,6.6,147,4628
CristalinoCentro,daycent,1992,1992.50,JUN,3922,4.0,4.0,90,90
CristalinoCentro,daycent,1992,1992.58,JUL,3922,12.9,8.8,196,286
CristalinoCentro,daycent,1992,1992.67,AGO,3922,32.9,20.0,445,731
CristalinoCentro,daycent,1992,1992.75,SET,3921,65.2,32.3,717,1448
CristalinoCentro,daycent,1992,1992.83,OCT,3921,73.8,8.6,191,1640
CristalinoCentro,daycent,1992,1992.92,NOV,3923,82.7,8.9,198,1838
CristalinoCentro,daycent,1992,1993.00,DIC,3926,98.7,16.0,355,2193
CristalinoCentro,daycent,1993,1993.08,ENE,3927,114.4,15.7,350,2543
CristalinoCentro,daycent,1993,1993.17,FEB,3930,128.0,13.6,302,2845
CristalinoCentro,daycent,1993,1993.25,MAR,3931,144.1,16.1,357,3202
CristalinoCentro,daycent,1993,1993.33,ABR,3932,159.9,15.8,352,3554
CristalinoCentro,daycent,1993,1993.42,MAY,3933,176.3,16.4,364,3918
CristalinoCentro,daycent,1993,1993.50,JUN,3932,10.2,10.2,226,226
CristalinoCentro,daycent,1993,1993.58,JUL,3931,16.4,6.2,138,364
CristalinoCentro,daycent,1993,1993.67,AGO,3930,31.4,15.0,332,697
CristalinoCentro,daycent,1993,1993.75,SET,3930,59.6,28.3,629,1325
CristalinoCentro,daycent,1993,1993.83,OCT,3928,80.7,21.0,467,1793
CristalinoCentro,daycent,1993,1993.92,NOV,3927,109.0,28.3,629,2422
CristalinoCentro,daycent,1993,1994.00,DIC,3927,129.5,20.5,456,2878
CristalinoCentro,daycent,1994,1994.08,ENE,3927,158.0,28.5,633,3510
CristalinoCentro,daycent,1994,1994.17,FEB,3926,184.7,26.7,594,4104
CristalinoCentro,daycent,1994,1994.25,MAR,3924,209.7,25.0,555,4659
CristalinoCentro,daycent,1994,1994.33,ABR,3923,222.4,12.7,282,4942
CristalinoCentro,daycent,1994,1994.42,MAY,3923,227.1,4.7,105,5047
CristalinoCentro,daycent,1994,1994.50,JUN,3922,9.0,9.0,200,200
CristalinoCentro,daycent,1994,1994.58,JUL,3922,18.8,9.8,218,418
CristalinoCentro,daycent,1994,1994.67,AGO,3921,47.4,28.6,635,1054
CristalinoCentro,daycent,1994,1994.75,SET,3920,75.3,27.9,619,1673
CristalinoCentro,daycent,1994,1994.83,OCT,3919,100.8,25.6,568,2241
CristalinoCentro,daycent,1994,1994.92,NOV,3918,128.6,27.8,617,2858
CristalinoCentro,daycent,1994,1995.00,DIC,3916,152.4,23.8,529,3387
CristalinoCentro,daycent,1995,1995.08,ENE,3915,178.5,26.1,580,3967
CristalinoCentro,daycent,1995,1995.17,FEB,3914,205.0,26.5,588,4555
CristalinoCentro,daycent,1995,1995.25,MAR,3914,228.1,23.1,513,5068
CristalinoCentro,daycent,1995,1995.33,ABR,3912,245.1,17.0,378,5446
CristalinoCentro,daycent,1995,1995.42,MAY,3910,261.2,16.2,359,5805
CristalinoCentro,daycent,1995,1995.50,JUN,3909,5.1,5.1,113,113
CristalinoCentro,daycent,1995,1995.58,JUL,3908,14.5,9.4,210,323
CristalinoCentro,daycent,1995,1995.67,AGO,3907,33.6,19.0,423,746
CristalinoCentro,daycent,1995,1995.75,SET,3906,62.9,29.3,651,1397
CristalinoCentro,daycent,1995,1995.83,OCT,3906,77.1,14.3,317,1714
CristalinoCentro,daycent,1995,1995.92,NOV,3907,99.4,22.3,495,2209
CristalinoCentro,daycent,1995,1996.00,DIC,3907,126.3,26.9,598,2806
CristalinoCentro,daycent,1996,1996.08,ENE,3907,148.6,22.4,497,3303
CristalinoCentro,daycent,1996,1996.17,FEB,3908,176.5,27.9,620,3923
CristalinoCentro,daycent,1996,1996.25,MAR,3906,197.5,20.9,465,4388
CristalinoCentro,daycent,1996,1996.33,ABR,3905,209.0,11.6,257,4645
CristalinoCentro,daycent,1996,1996.42,MAY,3904,218.2,9.2,203,4849
CristalinoCentro,daycent,1996,1996.50,JUN,3903,6.4,6.4,142,142
CristalinoCentro,daycent,1996,1996.58,JUL,3902,14.5,8.1,181,323
CristalinoCentro,daycent,1996,1996.67,AGO,3902,28.5,14.0,310,634
CristalinoCentro,daycent,1996,1996.75,SET,3901,59.7,31.2,694,1327
CristalinoCentro,daycent,1996,1996.83,OCT,3901,79.8,20.0,445,1772
CristalinoCentro,daycent,1996,1996.92,NOV,3902,103.8,24.1,535,2307
CristalinoCentro,daycent,1996,1997.00,DIC,3901,134.4,30.5,678,2986
CristalinoCentro,daycent,1997,1997.08,ENE,3900,152.0,17.7,393,3379
CristalinoCentro,daycent,1997,1997.17,FEB,3900,176.0,24.0,532,3911
CristalinoCentro,daycent,1997,1997.25,MAR,3900,195.6,19.6,435,4346
CristalinoCentro,daycent,1997,1997.33,ABR,3901,208.0,12.4,276,4623
CristalinoCentro,daycent,1997,1997.42,MAY,3901,216.3,8.3,184,4807
CristalinoCentro,daycent,1997,1997.50,JUN,3900,7.7,7.7,170,170
CristalinoCentro,daycent,1997,1997.58,JUL,3899,18.2,10.5,234,405
CristalinoCentro,daycent,1997,1997.67,AGO,3899,40.2,22.0,490,894
CristalinoCentro,daycent,1997,1997.75,SET,3898,66.9,26.7,593,1487
CristalinoCentro,daycent,1997,1997.83,OCT,3899,84.6,17.7,394,1881
CristalinoCentro,daycent,1997,1997.92,NOV,3900,109.1,24.5,545,2425
CristalinoCentro,daycent,1997,1998.00,DIC,3900,123.7,14.6,324,2749
CristalinoCentro,daycent,1998,1998.08,ENE,3901,142.1,18.4,409,3157
CristalinoCentro,daycent,1998,1998.17,FEB,3902,166.8,24.7,548,3706
CristalinoCentro,daycent,1998,1998.25,MAR,3903,186.8,20.1,446,4152
CristalinoCentro,daycent,1998,1998.33,ABR,3903,199.8,13.0,289,4441
CristalinoCentro,daycent,1998,1998.42,MAY,3902,207.4,7.6,169,4610
CristalinoCentro,daycent,1998,1998.50,JUN,3901,10.5,10.5,234,234
CristalinoCentro,daycent,1998,1998.58,JUL,3900,22.8,12.3,273,507
CristalinoCentro,daycent,1998,1998.67,AGO,3899,41.0,18.2,404,911
CristalinoCentro,daycent,1998,1998.75,SET,3899,68.7,27.6,614,1526
CristalinoCentro,daycent,1998,1998.83,OCT,3898,85.1,16.4,365,1891
CristalinoCentro,daycent,1998,1998.92,NOV,3898,102.1,17.0,379,2269
CristalinoCentro,daycent,1998,1999.00,DIC,3899,113.7,11.6,257,2526
CristalinoCentro,daycent,1999,1999.08,ENE,3902,139.5,25.9,575,3101
CristalinoCentro,daycent,1999,1999.17,FEB,3903,155.5,16.0,355,3456
CristalinoCentro,daycent,1999,1999.25,MAR,3904,179.0,23.5,523,3979
CristalinoCentro,daycent,1999,1999.33,ABR,3904,187.7,8.6,191,4170
CristalinoCentro,daycent,1999,1999.42,MAY,3904,191.2,3.5,78,4248
CristalinoCentro,daycent,1999,1999.50,JUN,3906,7.8,7.8,174,174
CristalinoCentro,daycent,1999,1999.58,JUL,3907,25.3,17.4,387,562
CristalinoCentro,daycent,1999,1999.67,AGO,3907,41.5,16.2,360,921
CristalinoCentro,daycent,1999,1999.75,SET,3907,63.4,21.9,488,1409
CristalinoCentro,daycent,1999,1999.83,OCT,3908,87.3,23.9,531,1939
CristalinoCentro,daycent,1999,1999.92,NOV,3907,111.3,24.0,534,2473
CristalinoCentro,daycent,1999,2000.00,DIC,3908,133.7,22.4,498,2971
CristalinoCentro,daycent,2000,2000.08,ENE,3909,157.1,23.4,521,3492
CristalinoCentro,daycent,2000,2000.17,FEB,3910,172.9,15.7,350,3841
CristalinoCentro,daycent,2000,2000.25,MAR,3911,198.4,25.5,567,4408
CristalinoCentro,daycent,2000,2000.33,ABR,3910,214.8,16.4,365,4774
CristalinoCentro,daycent,2000,2000.42,MAY,3908,223.3,8.5,189,4963
CristalinoCentro,daycent,2000,2000.50,JUN,3908,3.0,3.0,68,68
CristalinoCentro,daycent,2000,2000.58,JUL,3907,6.6,3.5,79,146
CristalinoCentro,daycent,2000,2000.67,AGO,3907,14.9,8.3,184,330
CristalinoCentro,daycent,2000,2000.75,SET,3908,56.4,41.5,923,1253
CristalinoCentro,daycent,2000,2000.83,OCT,3907,81.7,25.3,562,1815
CristalinoCentro,daycent,2000,2000.92,NOV,3908,94.6,12.9,288,2103
CristalinoCentro,daycent,2000,2001.00,DIC,3908,105.9,11.3,251,2354
CristalinoCentro,daycent,2001,2001.08,ENE,3910,125.7,19.8,439,2793
CristalinoCentro,daycent,2001,2001.17,FEB,3911,145.9,20.2,448,3241
CristalinoCentro,daycent,2001,2001.25,MAR,3913,166.2,20.3,451,3692
CristalinoCentro,daycent,2001,2001.33,ABR,3912,172.1,6.0,132,3825
CristalinoCentro,daycent,2001,2001.42,MAY,3914,175.5,3.4,76,3901
CristalinoCentro,daycent,2001,2001.50,JUN,3915,3.8,3.8,84,84
CristalinoCentro,daycent,2001,2001.58,JUL,3916,16.0,12.2,271,355
CristalinoCentro,daycent,2001,2001.67,AGO,3916,25.6,9.6,214,569
CristalinoCentro,daycent,2001,2001.75,SET,3917,40.8,15.2,338,907
CristalinoCentro,daycent,2001,2001.83,OCT,3920,53.3,12.5,278,1185
CristalinoCentro,daycent,2001,2001.92,NOV,3921,65.4,12.1,268,1453
CristalinoCentro,daycent,2001,2002.00,DIC,3924,86.7,21.3,474,1927
CristalinoCentro,daycent,2002,2002.08,ENE,3926,99.4,12.6,281,2208
CristalinoCentro,daycent,2002,2002.17,FEB,3929,128.7,29.3,652,2860
CristalinoCentro,daycent,2002,2002.25,MAR,3929,152.8,24.1,536,3396
CristalinoCentro,daycent,2002,2002.33,ABR,3927,163.4,10.6,236,3631
CristalinoCentro,daycent,2002,2002.42,MAY,3928,168.2,4.8,107,3739
CristalinoCentro,daycent,2002,2002.50,JUN,3927,4.1,4.1,91,91
CristalinoCentro,daycent,2002,2002.58,JUL,3927,10.8,6.7,149,240
CristalinoCentro,daycent,2002,2002.67,AGO,3926,33.5,22.8,506,745
CristalinoCentro,daycent,2002,2002.75,SET,3925,63.3,29.8,662,1407
CristalinoCentro,daycent,2002,2002.83,OCT,3923,84.7,21.4,475,1883
CristalinoCentro,daycent,2002,2002.92,NOV,3921,116.6,31.8,707,2590
CristalinoCentro,daycent,2002,2003.00,DIC,3920,142.7,26.2,582,3172
CristalinoCentro,daycent,2003,2003.08,ENE,3919,170.7,27.9,621,3793
CristalinoCentro,daycent,2003,2003.17,FEB,3917,199.3,28.6,636,4429
CristalinoCentro,daycent,2003,2003.25,MAR,3915,219.4,20.1,447,4876
CristalinoCentro,daycent,2003,2003.33,ABR,3914,230.9,11.5,255,5131
CristalinoCentro,daycent,2003,2003.42,MAY,3913,241.4,10.5,234,5365
CristalinoCentro,daycent,2003,2003.50,JUN,3912,7.2,7.2,159,159
CristalinoCentro,daycent,2003,2003.58,JUL,3911,17.1,9.9,221,380
CristalinoCentro,daycent,2003,2003.67,AGO,3910,32.6,15.5,345,725
CristalinoCentro,daycent,2003,2003.75,SET,3909,67.8,35.2,783,1508
CristalinoCentro,daycent,2003,2003.83,OCT,3909,80.6,12.7,283,1790
CristalinoCentro,daycent,2003,2003.92,NOV,3909,93.7,13.2,292,2083
CristalinoCentro,daycent,2003,2004.00,DIC,3909,104.3,10.6,236,2319
CristalinoCentro,daycent,2004,2004.08,ENE,3912,120.7,16.4,364,2682
CristalinoCentro,daycent,2004,2004.17,FEB,3913,139.9,19.2,427,3109
CristalinoCentro,daycent,2004,2004.25,MAR,3914,155.2,15.3,340,3449
CristalinoCentro,daycent,2004,2004.33,ABR,3915,166.2,11.1,246,3694
CristalinoCentro,daycent,2004,2004.42,MAY,3915,177.2,11.0,244,3939
CristalinoCentro,daycent,2004,2004.50,JUN,3914,6.4,6.4,143,143
CristalinoCentro,daycent,2004,2004.58,JUL,3914,14.7,8.3,184,327
CristalinoCentro,daycent,2004,2004.67,AGO,3913,27.9,13.2,293,620
CristalinoCentro,daycent,2004,2004.75,SET,3913,44.0,16.1,359,979
CristalinoCentro,daycent,2004,2004.83,OCT,3913,60.8,16.8,373,1352
